nabirds_id,inat_taxon_id,ebird_species_code,taxon_order,kingdom,phylum,class,order,family,genus,specific_epithet,scientific_name,kingdom_common_name,phylum_common_name,class_common_name,order_common_name,family_common_name,genus_common_name,common_name
556,18464,rebsap,10820.0,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,ruber,Sphyrapicus ruber,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,Sapsuckers,Red-breasted Sapsucker
31,18204,rehwoo,10834.0,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,erythrocephalus,Melanerpes erythrocephalus,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,Melanerpes Woodpeckers,Red-headed Woodpecker
381,18204,rehwoo,10834.0,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,erythrocephalus,Melanerpes erythrocephalus,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,Melanerpes Woodpeckers,Red-headed Woodpecker
680,18204,rehwoo,10834.0,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,erythrocephalus,Melanerpes erythrocephalus,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,Melanerpes Woodpeckers,Red-headed Woodpecker
47,18209,acowoo,10835.0,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,formicivorus,Melanerpes formicivorus,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,Melanerpes Woodpeckers,Acorn Woodpecker
550,18209,acowoo,10835.0,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,formicivorus,Melanerpes formicivorus,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,Melanerpes Woodpeckers,Acorn Woodpecker
63,18161,gilwoo,10865.0,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,uropygialis,Melanerpes uropygialis,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,Melanerpes Woodpeckers,Gila Woodpecker
551,18161,gilwoo,10865.0,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,uropygialis,Melanerpes uropygialis,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,Melanerpes Woodpeckers,Gila Woodpecker
79,18167,gofwoo,10871.0,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,aurifrons,Melanerpes aurifrons,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,Melanerpes Woodpeckers,Golden-fronted Woodpecker
552,18167,gofwoo,10871.0,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,aurifrons,Melanerpes aurifrons,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,Melanerpes Woodpeckers,Golden-fronted Woodpecker
95,18205,rebwoo,10887.0,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,carolinus,Melanerpes carolinus,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,Melanerpes Woodpeckers,Red-bellied Woodpecker
553,18205,rebwoo,10887.0,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,carolinus,Melanerpes carolinus,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,Melanerpes Woodpeckers,Red-bellied Woodpecker
188,792988,dowwoo,11083.0,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,pubescens,Dryobates pubescens,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,Dryobates Woodpeckers,Downy Woodpecker
559,792988,dowwoo,11083.0,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,pubescens,Dryobates pubescens,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,Dryobates Woodpeckers,Downy Woodpecker
177,792987,nutwoo,11093.0,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,nuttallii,Dryobates nuttallii,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,Dryobates Woodpeckers,Nuttall's Woodpecker
558,792987,nutwoo,11093.0,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,nuttallii,Dryobates nuttallii,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,Dryobates Woodpeckers,Nuttall's Woodpecker
164,792986,labwoo,11095.0,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,scalaris,Dryobates scalaris,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,Dryobates Woodpeckers,Ladder-backed Woodpecker
557,792986,labwoo,11095.0,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,scalaris,Dryobates scalaris,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,Dryobates Woodpeckers,Ladder-backed Woodpecker
206,792990,haiwoo,11110.0,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,villosus,Dryobates villosus,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,Dryobates Woodpeckers,Hairy Woodpecker
560,792990,haiwoo,11110.0,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,villosus,Dryobates villosus,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,Dryobates Woodpeckers,Hairy Woodpecker
230,17855,pilwoo,11435.0,Animalia,Chordata,Aves,Piciformes,Picidae,Dryocopus,pileatus,Dryocopus pileatus,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,,Pileated Woodpecker
561,17855,pilwoo,11435.0,Animalia,Chordata,Aves,Piciformes,Picidae,Dryocopus,pileatus,Dryocopus pileatus,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,,Pileated Woodpecker
216,18236,norfli,11572.0,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,auratus,Colaptes auratus,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,Flickers,Northern Flicker
382,18236,norfli,11572.0,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,auratus,Colaptes auratus,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,Flickers,Northern Flicker
681,18236,norfli,11572.0,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,auratus,Colaptes auratus,Animals,Chordates,Birds,"Woodpeckers, Barbets, and Allies",Woodpeckers,Flickers,Northern Flicker
54,4715,y00678,11633.0,Animalia,Chordata,Aves,Falconiformes,Falconidae,Caracara,plancus,Caracara plancus,Animals,Chordates,Birds,Falcons and Caracaras,Falcons and Caracaras,,Crested Caracara
498,4715,y00678,11633.0,Animalia,Chordata,Aves,Falconiformes,Falconidae,Caracara,plancus,Caracara plancus,Animals,Chordates,Birds,Falcons and Caracaras,Falcons and Caracaras,,Crested Caracara
94,4665,amekes,11697.0,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,sparverius,Falco sparverius,Animals,Chordates,Birds,Falcons and Caracaras,Falcons and Caracaras,Typical Falcons,American Kestrel
363,4665,amekes,11697.0,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,sparverius,Falco sparverius,Animals,Chordates,Birds,Falcons and Caracaras,Falcons and Caracaras,Typical Falcons,American Kestrel
662,4665,amekes,11697.0,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,sparverius,Falco sparverius,Animals,Chordates,Birds,Falcons and Caracaras,Falcons and Caracaras,Typical Falcons,American Kestrel
136,4672,merlin,11731.0,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,columbarius,Falco columbarius,Animals,Chordates,Birds,Falcons and Caracaras,Falcons and Caracaras,Typical Falcons,Merlin
499,4672,merlin,11731.0,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,columbarius,Falco columbarius,Animals,Chordates,Birds,Falcons and Caracaras,Falcons and Caracaras,Typical Falcons,Merlin
176,4647,perfal,11781.0,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,peregrinus,Falco peregrinus,Animals,Chordates,Birds,Falcons and Caracaras,Falcons and Caracaras,Typical Falcons,Peregrine Falcon
364,4647,perfal,11781.0,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,peregrinus,Falco peregrinus,Animals,Chordates,Birds,Falcons and Caracaras,Falcons and Caracaras,Typical Falcons,Peregrine Falcon
663,4647,perfal,11781.0,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,peregrinus,Falco peregrinus,Animals,Chordates,Birds,Falcons and Caracaras,Falcons and Caracaras,Typical Falcons,Peregrine Falcon
211,4644,prafal,11805.0,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,mexicanus,Falco mexicanus,Animals,Chordates,Birds,Falcons and Caracaras,Falcons and Caracaras,Typical Falcons,Prairie Falcon
500,4644,prafal,11805.0,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,mexicanus,Falco mexicanus,Animals,Chordates,Birds,Falcons and Caracaras,Falcons and Caracaras,Typical Falcons,Prairie Falcon
138,19349,monpar,12477.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Myiopsitta,monachus,Myiopsitta monachus,Animals,Chordates,Birds,Parrots,New World and African Parrots,,Monk Parakeet
532,19349,monpar,12477.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Myiopsitta,monachus,Myiopsitta monachus,Animals,Chordates,Birds,Parrots,New World and African Parrots,,Monk Parakeet
256,16079,wewpew,16489.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Contopus,sordidulus,Contopus sordidulus,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Pewees,Western Wood-Pewee
923,16079,wewpew,16489.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Contopus,sordidulus,Contopus sordidulus,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Pewees,Western Wood-Pewee
270,16100,eawpew,16501.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Contopus,virens,Contopus virens,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Pewees,Eastern Wood-Pewee
924,16100,eawpew,16501.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Contopus,virens,Contopus virens,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Pewees,Eastern Wood-Pewee
281,16602,leafly,16540.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,minimus,Empidonax minimus,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Empid Flycatchers,Least Flycatcher
925,16602,leafly,16540.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,minimus,Empidonax minimus,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Empid Flycatchers,Least Flycatcher
300,16598,pasfly,16552.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,difficilis,Empidonax difficilis,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Empid Flycatchers,Pacific-slope Flycatcher
926,16598,pasfly,16552.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,difficilis,Empidonax difficilis,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Empid Flycatchers,Pacific-slope Flycatcher
312,16625,corfly,16556.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,occidentalis,Empidonax occidentalis,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Empid Flycatchers,Cordilleran Flycatcher
927,16625,corfly,16556.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,occidentalis,Empidonax occidentalis,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Empid Flycatchers,Cordilleran Flycatcher
409,17013,blkpho,16574.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,nigricans,Sayornis nigricans,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Phoebes,Black Phoebe
928,17013,blkpho,16574.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,nigricans,Sayornis nigricans,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Phoebes,Black Phoebe
420,17008,easpho,16583.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,phoebe,Sayornis phoebe,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Phoebes,Eastern Phoebe
929,17008,easpho,16583.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,phoebe,Sayornis phoebe,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Phoebes,Eastern Phoebe
562,17009,saypho,16585.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,saya,Sayornis saya,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Phoebes,Say's Phoebe
930,17009,saypho,16585.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,saya,Sayornis saya,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Phoebes,Say's Phoebe
575,16447,verfly,16604.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pyrocephalus,rubinus,Pyrocephalus rubinus,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,,Vermilion Flycatcher
797,16447,verfly,16604.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pyrocephalus,rubinus,Pyrocephalus rubinus,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,,Vermilion Flycatcher
1004,16447,verfly,16604.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pyrocephalus,rubinus,Pyrocephalus rubinus,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,,Vermilion Flycatcher
586,16010,astfly,16898.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,cinerascens,Myiarchus cinerascens,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Myiarchus Flycatchers,Ash-throated Flycatcher
931,16010,astfly,16898.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,cinerascens,Myiarchus cinerascens,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Myiarchus Flycatchers,Ash-throated Flycatcher
684,16028,grcfly,16907.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,crinitus,Myiarchus crinitus,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Myiarchus Flycatchers,Great Crested Flycatcher
932,16028,grcfly,16907.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,crinitus,Myiarchus crinitus,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Myiarchus Flycatchers,Great Crested Flycatcher
701,16779,caskin,17032.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,vociferans,Tyrannus vociferans,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Kingbirds,Cassin's Kingbird
933,16779,caskin,17032.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,vociferans,Tyrannus vociferans,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Kingbirds,Cassin's Kingbird
716,16791,weskin,17038.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,verticalis,Tyrannus verticalis,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Kingbirds,Western Kingbird
934,16791,weskin,17038.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,verticalis,Tyrannus verticalis,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Kingbirds,Western Kingbird
727,16782,easkin,17042.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,tyrannus,Tyrannus tyrannus,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Kingbirds,Eastern Kingbird
935,16782,easkin,17042.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,tyrannus,Tyrannus tyrannus,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Kingbirds,Eastern Kingbird
741,16783,sctfly,17058.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,forficatus,Tyrannus forficatus,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Kingbirds,Scissor-tailed Flycatcher
936,16783,sctfly,17058.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,forficatus,Tyrannus forficatus,Animals,Chordates,Birds,Perching Birds,Tyrant Flycatchers,Kingbirds,Scissor-tailed Flycatcher
263,17408,whevir,18702.0,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,griseus,Vireo griseus,Animals,Chordates,Birds,Perching Birds,"Vireos, Shrike-Babblers, and Erpornis",Vireos,White-eyed Vireo
939,17408,whevir,18702.0,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,griseus,Vireo griseus,Animals,Chordates,Birds,Perching Birds,"Vireos, Shrike-Babblers, and Erpornis",Vireos,White-eyed Vireo
285,17356,belvir,18729.0,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,bellii,Vireo bellii,Animals,Chordates,Birds,Perching Birds,"Vireos, Shrike-Babblers, and Erpornis",Vireos,Bell's Vireo
940,17356,belvir,18729.0,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,bellii,Vireo bellii,Animals,Chordates,Birds,Perching Birds,"Vireos, Shrike-Babblers, and Erpornis",Vireos,Bell's Vireo
689,17375,hutvir,18736.0,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,huttoni,Vireo huttoni,Animals,Chordates,Birds,Perching Birds,"Vireos, Shrike-Babblers, and Erpornis",Vireos,Hutton's Vireo
945,17375,hutvir,18736.0,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,huttoni,Vireo huttoni,Animals,Chordates,Birds,Perching Birds,"Vireos, Shrike-Babblers, and Erpornis",Vireos,Hutton's Vireo
307,17365,yetvir,18752.0,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,flavifrons,Vireo flavifrons,Animals,Chordates,Birds,Perching Birds,"Vireos, Shrike-Babblers, and Erpornis",Vireos,Yellow-throated Vireo
941,17365,yetvir,18752.0,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,flavifrons,Vireo flavifrons,Animals,Chordates,Birds,Perching Birds,"Vireos, Shrike-Babblers, and Erpornis",Vireos,Yellow-throated Vireo
563,17382,casvir,18755.0,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,cassinii,Vireo cassinii,Animals,Chordates,Birds,Perching Birds,"Vireos, Shrike-Babblers, and Erpornis",Vireos,Cassin's Vireo
943,17382,casvir,18755.0,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,cassinii,Vireo cassinii,Animals,Chordates,Birds,Perching Birds,"Vireos, Shrike-Babblers, and Erpornis",Vireos,Cassin's Vireo
580,17402,buhvir,18758.0,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,solitarius,Vireo solitarius,Animals,Chordates,Birds,Perching Birds,"Vireos, Shrike-Babblers, and Erpornis",Vireos,Blue-headed Vireo
944,17402,buhvir,18758.0,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,solitarius,Vireo solitarius,Animals,Chordates,Birds,Perching Birds,"Vireos, Shrike-Babblers, and Erpornis",Vireos,Blue-headed Vireo
414,17362,plsvir,18763.0,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,plumbeus,Vireo plumbeus,Animals,Chordates,Birds,Perching Birds,"Vireos, Shrike-Babblers, and Erpornis",Vireos,Plumbeous Vireo
942,17362,plsvir,18763.0,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,plumbeus,Vireo plumbeus,Animals,Chordates,Birds,Perching Birds,"Vireos, Shrike-Babblers, and Erpornis",Vireos,Plumbeous Vireo
712,17394,warvir,18775.0,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,gilvus,Vireo gilvus,Animals,Chordates,Birds,Perching Birds,"Vireos, Shrike-Babblers, and Erpornis",Vireos,Warbling Vireo
946,17394,warvir,18775.0,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,gilvus,Vireo gilvus,Animals,Chordates,Birds,Perching Birds,"Vireos, Shrike-Babblers, and Erpornis",Vireos,Warbling Vireo
733,891704,reevir1,18795.0,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,olivaceus,Vireo olivaceus,Animals,Chordates,Birds,Perching Birds,"Vireos, Shrike-Babblers, and Erpornis",Vireos,Red-eyed Vireo
947,891704,reevir1,18795.0,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,olivaceus,Vireo olivaceus,Animals,Chordates,Birds,Perching Birds,"Vireos, Shrike-Babblers, and Erpornis",Vireos,Red-eyed Vireo
383,12024,logshr,20571.0,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,ludovicianus,Lanius ludovicianus,Animals,Chordates,Birds,Perching Birds,Shrikes,Typical Shrikes,Loggerhead Shrike
937,12024,logshr,20571.0,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,ludovicianus,Lanius ludovicianus,Animals,Chordates,Birds,Perching Birds,Shrikes,Typical Shrikes,Loggerhead Shrike
682,558512,norshr4,20583.0,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,borealis,Lanius borealis,Animals,Chordates,Birds,Perching Birds,Shrikes,Typical Shrikes,Northern Shrike
938,558512,norshr4,20583.0,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,borealis,Lanius borealis,Animals,Chordates,Birds,Perching Birds,Shrikes,Typical Shrikes,Northern Shrike
257,8335,gryjay,20674.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Perisoreus,canadensis,Perisoreus canadensis,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies",Boreal Jays,Gray Jay
948,8335,gryjay,20674.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Perisoreus,canadensis,Perisoreus canadensis,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies",Boreal Jays,Gray Jay
271,8234,stejay,20766.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocitta,stelleri,Cyanocitta stelleri,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies",Blue and Steller's Jays,Steller's Jay
949,8234,stejay,20766.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocitta,stelleri,Cyanocitta stelleri,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies",Blue and Steller's Jays,Steller's Jay
286,8229,blujay,20786.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocitta,cristata,Cyanocitta cristata,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies",Blue and Steller's Jays,Blue Jay
950,8229,blujay,20786.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocitta,cristata,Cyanocitta cristata,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies",Blue and Steller's Jays,Blue Jay
301,7829,flsjay,20793.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,coerulescens,Aphelocoma coerulescens,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies",Scrub-Jays and Allies,Florida Scrub Jay
951,7829,flsjay,20793.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,coerulescens,Aphelocoma coerulescens,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies",Scrub-Jays and Allies,Florida Scrub Jay
384,506118,cowscj1,20795.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,californica,Aphelocoma californica,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies",Scrub-Jays and Allies,California Scrub-Jay
952,506118,cowscj1,20795.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,californica,Aphelocoma californica,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies",Scrub-Jays and Allies,California Scrub-Jay
384,506117,wooscj2,20805.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,woodhouseii,Aphelocoma woodhouseii,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies",Scrub-Jays and Allies,Woodhouse's Scrub-Jay
952,506117,wooscj2,20805.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,woodhouseii,Aphelocoma woodhouseii,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies",Scrub-Jays and Allies,Woodhouse's Scrub-Jay
415,144207,mexjay4,20817.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,wollweberi,Aphelocoma wollweberi,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies",Scrub-Jays and Allies,Mexican Jay
953,144207,mexjay4,20817.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,wollweberi,Aphelocoma wollweberi,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies",Scrub-Jays and Allies,Mexican Jay
566,143853,bkbmag1,20972.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,hudsonia,Pica hudsonia,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies",Typical Magpies,Black-billed Magpie
955,143853,bkbmag1,20972.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,hudsonia,Pica hudsonia,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies",Typical Magpies,Black-billed Magpie
581,8319,yebmag,20973.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,nuttalli,Pica nuttalli,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies",Typical Magpies,Yellow-billed Magpie
956,8319,yebmag,20973.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,nuttalli,Pica nuttalli,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies",Typical Magpies,Yellow-billed Magpie
428,8520,clanut,20980.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Nucifraga,columbiana,Nucifraga columbiana,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies",Nutcrackers,Clark's Nutcracker
954,8520,clanut,20980.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Nucifraga,columbiana,Nucifraga columbiana,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies",Nutcrackers,Clark's Nutcracker
683,8021,amecro,21054.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,brachyrhynchos,Corvus brachyrhynchos,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies","Crows, Ravens, Jackdaws, and Rook",American Crow
695,8021,amecro,21054.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,brachyrhynchos,Corvus brachyrhynchos,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies","Crows, Ravens, Jackdaws, and Rook",American Crow
799,8021,amecro,21054.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,brachyrhynchos,Corvus brachyrhynchos,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies","Crows, Ravens, Jackdaws, and Rook",American Crow
957,8021,amecro,21054.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,brachyrhynchos,Corvus brachyrhynchos,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies","Crows, Ravens, Jackdaws, and Rook",American Crow
